REF,Company Name,CompanyLocation_Country,Review Date,Bean Origin,ChocolateName,Cocoa_Percent,No_of_ingredients,Rating
304,Amano,U.S.A.,2008,Indonesia,Bali,70,4,5
1634,Dick Taylor,U.S.A.,2015,Bolivia,Alto Beni,70,2,5
1992,Solstice,U.S.A.,2017,Tanzania,Kilombero,70,3,5
693,Madre,U.S.A.,2011,Costa Rica,Upala,70,4,5
1466,Ritual,U.S.A.,2015,Blend,"Mid Mountain, 2014, batch 002",70,2,5
1602,Arete,U.S.A.,2015,Guatemala,Guatemala,70,2,5
1868,Batch,U.S.A.,2016,Brazil,Brazil,70,3,5
1375,Fresh Coast aka Just Good Choc.,U.S.A.,2014,Madagascar,Madagascar,70,2,5
1804,Cao,U.S.A.,2016,Venezuela,"Porcelana, Batch 5163",70,3,5
1952,Letterpress,U.S.A.,2017,Honduras,"La Masica, Batch 7, FHIA",70,2,5
2684,Spinnaker,U.S.A.,2021,Belize,"Maya Mountain, Toledo District, batch 12-1",70,2,5
470,Amano,U.S.A.,2010,Ecuador,Guayas,70,4,5
2704,Odyssey,U.S.A.,2021,Venezuela,Chuao,70,2,5
2630,CAR Artisan,U.S.A.,2021,Mexico,"Soconusco, batch 2",70,3,5
1085,Madre,U.S.A.,2013,Brazil,Brazil,70,4,5
666,Ethel's Artisan (Mars),U.S.A.,2011,Venezuela,Porcelana,70,4,5
1904,Arete,U.S.A.,2016,Guatemala,Lachua,70,2,5
2518,Or Dubh,U.S.A.,2020,Tanzania,Kokoa Kamili,70,2,5
256,Black Mountain,U.S.A.,2008,Venezuela,Carenero Superior,70,3,5
2704,Maui Kuia,U.S.A.,2021,U.S.A.,"Kuia Estate, Hawaii, lot 083122",70,3,5
837,Noir d' Ebine,U.S.A.,2012,Venezuela,Venezuela,70,5,5
2044,Altus aka Cao Artisan,U.S.A.,2018,Dominican Republic,Oko Caribe,70,3,5
2606,Cocoa Forge,U.S.A.,2021,Colombia,"Tumaco, batch 227COtm",70,3,5
2462,Piety and Desire,U.S.A.,2020,Tanzania,Kokoa Kamili,70,3,5
2642,Gotham,U.S.A.,2021,India,"Idukki Hills, ""Adventurous""",70,2,5
2032,Manoa,U.S.A.,2017,Peru,Ucayali,70,3,5
991,Videri,U.S.A.,2012,Blend,"Classic, Central and S. America",70,3,5
2194,Brasstown,U.S.A.,2018,Peru,Ucayali,70,3,5
2618,Zac Squared,U.S.A.,2021,Dominican Republic,Zorzal,70,3,5
2250,Christophe Toury,U.S.A.,2018,Peru,"Ucayali, batch 1",70,2,5
1724,Vivra,U.S.A.,2016,Dominican Republic,Dominican Republic,70,5,5
2590,Loon,U.S.A.,2021,Bolivia,Alto Beni,70,3,5
2114,Bixby,U.S.A.,2018,Dominican Republic,Dominican Republic,70,2,5
841,Noir d' Ebine,U.S.A.,2012,Ecuador,Ecuador,70,5,5
1550,Dark Forest,U.S.A.,2015,Madagascar,Madagascar,70,3,5
2514,Or Dubh,U.S.A.,2020,Madagascar,"Sambirano, Northern Ambanja, 2018 Harvest",70,2,5
2700,Zacharias,U.S.A.,2021,Bolivia,"Tranquilidad, wild Bolivia",70,3,5
1454,Sjolinds,U.S.A.,2015,Ghana,Ghana,70,4,5
1598,Ohiyo,U.S.A.,2015,Tanzania,Tanzania,70,3,5
2462,Piety and Desire,U.S.A.,2020,Vietnam,"Dak Nong, batch 405",70,3,5
280,TCHO,U.S.A.,2008,Peru,Fruity-beta,70,5,5
2618,Zac Squared,U.S.A.,2021,Vietnam,Ben Tre,70,3,5
725,Amano,U.S.A.,2011,Papua New Guinea,Morobe,70,4,5
2138,La Chorena,U.S.A.,2018,Guatemala,"Lachua, Cacao Verapaz",70,2,5
745,Fresco,U.S.A.,2011,Venezuela,"Chuao, #217, DR, MC, batch 11-021",70,3,5
1438,Undone,U.S.A.,2014,Dominican Republic,"San Francisco de Macoris, Nourish",70,2,5
1514,Brazen,U.S.A.,2015,Guatemala,"Alta Verapaz, 2014, batch 69",70,2,5
1073,Millcreek Cacao Roasters,U.S.A.,2013,Ecuador,Ecuador,70,4,5
256,Black Mountain,U.S.A.,2008,Dominican Republic,La Red,70,3,5
1113,SRSLY,U.S.A.,2013,Dominican Republic,Dominican Republic,70,3,5
2626,CAR Artisan,U.S.A.,2021,Tanzania,Kokoa Kamili,70,3,5
995,Madre,U.S.A.,2012,U.S.A.,Kaua'i Island,70,4,5
1089,Madre,U.S.A.,2013,Mexico,"Xocunusco, Chiapas, Pichucalco",70,4,5
1093,Davis,U.S.A.,2013,Ghana,Ghana,70,4,5
1105,Tabal,U.S.A.,2013,Peru,"Peru, batch 96",70,4,5
1105,Tabal,U.S.A.,2013,Mexico,"Chiapas, Lacandon Jungle, batch 95",70,4,5
2182,Vivra,U.S.A.,2018,Haiti,"Pisa, Adul de Nord",70,5,5
2178,Dandelion,U.S.A.,2018,Sierra Leone,"Gola Rainforest, 2017 harvest",70,2,5
2664,Madhu,U.S.A.,2021,Colombia,Tumaco,70,2,5
2498,Odyssey,U.S.A.,2020,Colombia,Arhuaca,70,2,5
1558,Terroir,U.S.A.,2015,Guatemala,Guatemala,70,3,5
147,Amano,U.S.A.,2007,Venezuela,Cuyagua,70,4,5
825,Millcreek Cacao Roasters,U.S.A.,2012,Ecuador,Ecuador,70,4,5
642,Fresco,U.S.A.,2011,Jamaica,"Jamaica, #210, DR, MC",70,3,5
2338,Letterpress,U.S.A.,2019,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch 3",70,3,5
544,Amano,U.S.A.,2010,Venezuela,Chuao,70,4,5
1462,Acalli,U.S.A.,2015,Peru,"Chulucanas, El Platanal, batch 001",70,2,5
1093,Lonohana,U.S.A.,2013,U.S.A.,"O'ahu Island, Opaeula Estate, Nene, CG Exclusive",71,4,5
2358,Tiny House,U.S.A.,2019,Tanzania,Kokoa Kamili,71,2,5
175,Dean and Deluca (Belcolade),U.S.A.,2007,Ecuador,Ecuador,71,4,5
597,L.A. Burdick (Felchlin),U.S.A.,2010,Venezuela,Venzuela,71,5,5
2146,hexx,U.S.A.,2018,Dominican Republic,"Oko Caribe, batch 0719",71,2,5
777,Mast Brothers,U.S.A.,2011,Papua New Guinea,Papua New Guinea,71,2,5
1896,Mutari,U.S.A.,2016,Dominican Republic,"Oko Caribe, batch 1 SRB",71,2,5
233,Bittersweet Origins,U.S.A.,2008,Madagascar,Sambirano,71,2,5
2582,Poppy and Peep,U.S.A.,2021,Haiti,Haiti,71,3,5
2430,French Broad,U.S.A.,2019,India,Anamalai,71,3,5
1744,Heirloom Cacao Preservation (Manoa),U.S.A.,2016,U.S.A.,"O'ahu Island, Maunawili, Agri Research C., 2015",72,3,5
1239,Treehouse,U.S.A.,2014,Dominican Republic,Conacado,72,2,5
1007,Manoa,U.S.A.,2012,Peru,"Piura, batch 173",72,3,5
2294,Bankston,U.S.A.,2019,Tanzania,Kokoa Kamili,72,3,5
2538,Lirio,U.S.A.,2020,India,Anamalai,72,2,5
2174,Ninth (9th) & Larkin,U.S.A.,2018,Dominican Republic,Oko Caribe,72,3,5
2310,Christopher Elbow,U.S.A.,2019,Tanzania,Kokoa Kamili,72,3,5
2664,Fruition,U.S.A.,2021,Peru,"Ucayali, batch 1",72,3,5
1081,Fresco,U.S.A.,2013,Dominican Republic,"Conacado, #224, MR, MC, batch 13-061",72,3,5
1724,Castronovo,U.S.A.,2016,Belize,"Maya Mtn, Batch 454, Heirloom",72,3,5
2590,Black Sheep,U.S.A.,2021,Colombia,"Sierra Nevada, batch 92",72,3,5
919,Eclat (Felchlin),U.S.A.,2012,Peru,"Maranon, Good & Evil, w/ nibs",72,3,5
1347,Castronovo,U.S.A.,2014,Colombia,"Sierra Nevada, batch 1",72,3,5
2510,Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,Ecuador,Costa Esmeraldas,72,4,5
2510,Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,Dominican Republic,"Zorzal Reserve, Hispaniola, batch 239",72,4,5
2378,Hazel Hill,U.S.A.,2019,Tanzania,Kokoa Kamili,72,3,5
2450,Moka Origins,U.S.A.,2019,Tanzania,Kokoa Kamili,72,2,5
1303,Burnt Fork Bend,U.S.A.,2014,Blend,Blend,72,3,5
2040,Map Chocolate,U.S.A.,2018,Dominican Republic,Zorzal Reserve,72,3,5
2622,White Label aka Mutari,U.S.A.,2021,Trinidad,"Garcia Estate, 2019 harvest, b. GT722162021820",72,3,5
2174,Fresco,U.S.A.,2018,Venezuela,Carupano Pintao,72,3,5
2454,Kah Kow - USA,U.S.A.,2019,Dominican Republic,"El Valle, Collection 01, Rizek",72,4,5
2158,Raphio,U.S.A.,2018,Tanzania,Kokoa Kamili,72,3,5
2096,White Label aka Mutari,U.S.A.,2018,Bolivia,Alto Beni,72,3,5
445,Scharffen Berger,U.S.A.,2009,Vietnam,Ben Tre,72,5,5
2270,Dick Taylor,U.S.A.,2019,Belize,"Maya Mtn, Toledo",72,2,5
647,Askinosie,U.S.A.,2011,Tanzania,"Tenende, Uwate",72,2,5
147,Guittard,U.S.A.,2007,Blend,Quetzalcoatl,72,5,5
1972,Johnny Iuzzini,U.S.A.,2017,Venezuela,"Ocumare, Cuyagua",72,3,5
1744,Heirloom Cacao Preservation (Zokoko),U.S.A.,2016,Bolivia,"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",72,3,5
2506,Lumineux,U.S.A.,2020,India,"Kerala State, GoGround, batch 88",72,3,5
2598,Maribea,U.S.A.,2021,Brazil,Bahia,72,3,5
2198,Moka Origins,U.S.A.,2018,Brazil,Brazil,72,3,5
2158,Raphio,U.S.A.,2018,Peru,"El Gran Sapasoa, batch IP7487",72,3,5
1522,Manoa,U.S.A.,2015,Costa Rica,Coto Brus,72,3,5
2656,Dick Taylor,U.S.A.,2021,Mexico,"Soconusco, Rayen Cacao Co-op, batch 21154",72,2,5
654,Guittard,U.S.A.,2011,Blend,Onyx,72,5,5
654,Guittard,U.S.A.,2011,Blend,Coucher du Soleil,72,5,5
486,Olive and Sinclair,U.S.A.,2010,Dominican Republic,Dominican Republic prototype,72,3,5
1426,Kto,U.S.A.,2014,Dominican Republic,ROIG,72,3,5
2598,Maribea,U.S.A.,2021,Mexico,Tabasco,72,3,5
2634,sweet beans,U.S.A.,2021,Peru,Peru,72,3,5
2546,5150,U.S.A.,2021,Venezuela,"Sur del Lago, batch 1",72,3,5
853,L'Amourette,U.S.A.,2012,Blend,"Peru, Ecuador, Venezuela",72,5,5
2598,Maribea,U.S.A.,2021,Bolivia,Alto Beni,72,3,5
2166,Raphio,U.S.A.,2018,Ecuador,Camino Verde,72,3,5
1299,Burnt Fork Bend,U.S.A.,2014,Ecuador,"Mindo, batch 01040914",72,3,5
2330,Raphio,U.S.A.,2019,Dominican Republic,"Oko Caribe, San Fran. De Macoris, El Cibao",72,3,5
2574,Dancing Lion,U.S.A.,2021,India,Anamalai,72,4,5
1335,Shark Mountain,U.S.A.,2014,Belize,"Belize, 2013",72,2,5
2692,Great Lakes,U.S.A.,2021,Madagascar,"Sambirano, Ambanja, batch 11",72,3,5
2618,Raphio,U.S.A.,2021,Ghana,"Suhum Region, ABOCFA, b. IG7720",72,3,5
227,Scharffen Berger,U.S.A.,2008,Blend,"Finisterra, Ven., Trinidad, Mad.",72,5,5
2334,Raphio,U.S.A.,2019,Nicaragua,Matagalpa,72,3,5
2538,Lirio,U.S.A.,2020,Sierra Leone,"Gola Rainforest, batch 920",72,2,5
2290,Bankston,U.S.A.,2019,Belize,Belize,72,3,5
999,Mast Brothers,U.S.A.,2012,Blend,Madagascar,72,2,5
486,Olive and Sinclair,U.S.A.,2010,Ghana,Ghana prototype,72,3,5
1728,Mayacama,U.S.A.,2016,Dominican Republic,Hispaniola,72,2,5
1928,Dalloway,U.S.A.,2017,Dominican Republic,"Dominican Republic, batch 7",72,2,5
2374,Terroir,U.S.A.,2019,Haiti,Haiti,72,3,5
1299,Burnt Fork Bend,U.S.A.,2014,Trinidad,"Trinidad, batch 05050114",72,3,5
2590,Black Sheep,U.S.A.,2021,Belize,"Maya Mountain, batch 98",72,3,5
2198,ENNA,U.S.A.,2018,Vietnam,"Ben Tre, batch 77",72,2,5
1422,Kto,U.S.A.,2014,Peru,San Martin,72,2,5
1275,Isidro,U.S.A.,2014,Madagascar,"Madagascar, batch 27",72,2,5
2510,Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,Peru,Ucayali,72,4,5
2656,Monsoon,U.S.A.,2021,Peru,"Ucayali, batch 9",72,3,5
1403,Nathan Miller,U.S.A.,2014,Peru,Peru,72,2,5
1153,Castronovo,U.S.A.,2013,Venezuela,"Guaniamo, batch 173",72,3,5
1279,Isidro,U.S.A.,2014,Belize,"Belize, batch 26",72,2,5
2688,Castronovo,U.S.A.,2021,Venezuela,"Chuao, batch 1089",72,3,5
1462,Sjolinds,U.S.A.,2015,Nicaragua,"Nicaragua, lot N510",72,3,5
1030,Fresco,U.S.A.,2013,Dominican Republic,"Conacado, #223, MR, SC, batch 13-051",72,3,5
1526,Nibble,U.S.A.,2015,Madagascar,Ambanja,72,2,5
1526,Nibble,U.S.A.,2015,Peru,Tumbes,72,2,5
1526,Nibble,U.S.A.,2015,Venezuela,Patanemo,72,2,5
2008,Indi,U.S.A.,2017,Vietnam,Lam Dong,72,3,5
1526,Nibble,U.S.A.,2015,Dominican Republic,Elvesia P.,72,2,5
1007,Manoa,U.S.A.,2012,U.S.A.,"O'ahu Island, Winward,Maunawili district, b. 151",72,3,5
1003,Manoa,U.S.A.,2012,Liberia,"Liberia, batch 174",72,3,5
2350,ENNA,U.S.A.,2019,Trinidad,"Maiden Voyage Estate, Herbert Pasqual",72,3,5
2080,River-Sea,U.S.A.,2018,Tanzania,Kokoa Kamili,72,3,5
2134,Nibble,U.S.A.,2018,Brazil,Bahia,72,2,5
1920,DAR,U.S.A.,2016,Venezuela,"Venezuela, batch 122",72,2,5
2626,White Label aka Mutari,U.S.A.,2021,Uganda,"Semuliki, 2017-18 h., batch SU72conche22212621",72,3,5
1574,Castronovo,U.S.A.,2015,Venezuela,"Piaroa, Amazonas, Batch 350",72,3,5
1422,Kto,U.S.A.,2014,Venezuela,Ocumare,72,3,5
1422,Kto,U.S.A.,2014,Belize,Belize,72,3,5
1279,Isidro,U.S.A.,2014,Peru,"Peru, batch 25",72,2,5
2262,Map Chocolate,U.S.A.,2018,Blend,Classic Dark,72,3,5
991,Cacao Prieto,U.S.A.,2012,Dominican Republic,"Criollo, Dominican Republic",72,2,5
1007,Manoa,U.S.A.,2012,U.S.A.,"Hawai'i Island, Hamakua, Hawaiian Crown, b. 176",72,3,5
1125,Brasstown aka It's Chocolate,U.S.A.,2013,Dominican Republic,Cooproagro,72,5,5
1089,Manoa,U.S.A.,2013,U.S.A.,"O'ahu Island, Waiahole, b. 182",72,3,5
2634,sweet beans,U.S.A.,2021,Honduras,Honduras,72,3,5
789,Tocoti,U.S.A.,2011,Venezuela,Venezuela,72,3,5
1920,DAR,U.S.A.,2016,Vietnam,Vietnam,72,2,5
607,Madre,U.S.A.,2010,Mexico,"Chiapas, Triple Cacao",72,4,5
2574,Dancing Lion,U.S.A.,2021,Peru,"Ucayali, collab w/ USAID & Alanzo Cacao",72,4,5
642,Fresco,U.S.A.,2011,Dominican Republic,"Conacado, #212, LR, SC",72,3,5
672,Mast Brothers,U.S.A.,2011,Blend,Brooklyn Blend,72,2,5
963,Bittersweet Origins,U.S.A.,2012,Ghana,Ghana,72,3,5
1570,Castronovo,U.S.A.,2015,Honduras,"the lost city, gracias a dias, batch 362",72,3,5
1303,Burnt Fork Bend,U.S.A.,2014,Belize,Belize,72,3,5
2314,Christopher Elbow,U.S.A.,2019,Vietnam,"Vietnam, Marou 2017 harvest",72,3,5
2350,Moka Origins,U.S.A.,2019,Sierra Leone,Gola Rainforest,72,3,5
2174,Fresco,U.S.A.,2018,Venezuela,"Chuao, MR, SC, batch 18-224",72,3,5
1279,Isidro,U.S.A.,2014,Dominican Republic,"Dominican Republic, batch 30",72,2,5
641,Cacao Prieto,U.S.A.,2011,Dominican Republic,"Dominican Republicm, rustic",72,2,5
1109,Castronovo,U.S.A.,2013,Nicaragua,"Nicaragua, batch 164",72,3,5
2522,Xocolatl,U.S.A.,2020,Nicaragua,"Matagalpa, batch 57",72,2,5
2146,Jean Marie Auboine,U.S.A.,2018,Venezuela,"Venezuela, batch 107",72,3,5
1752,Upchurch,U.S.A.,2016,Tanzania,"Tanzania, Party Bar",72,2,5
2422,Chequessett,U.S.A.,2019,Ecuador,Costa Esmeraldas,72,3,5
1980,Bar Au Chocolat,U.S.A.,2017,Costa Rica,"Turrialba, Cartago P.",72,2,5
1522,Manoa,U.S.A.,2015,Papua New Guinea,Markham Valley,72,3,5
2306,Christopher Elbow,U.S.A.,2019,Dominican Republic,Oko Caribe,72,3,5
963,Vanleer (Barry Callebaut),U.S.A.,2012,Ghana,Manhattan,72,3,5
2134,Chocolates by Josh (Box Chocolate),U.S.A.,2018,Dominican Republic,Zorzal,72,3,5
2202,Chequessett,U.S.A.,2018,Peru,Ucayali River,72,3,5
682,Fresco,U.S.A.,2011,Dominican Republic,"Conacado, #213, DR, -C",72,3,5
1426,Kto,U.S.A.,2014,Dominican Republic,Elvesia,72,3,5
2538,Lirio,U.S.A.,2020,Vietnam,"Tien Giang, batch 970",72,2,5
2162,Ninth (9th) & Larkin,U.S.A.,2018,Vietnam,"Ben Tre, batch VNBT186",72,3,5
1450,Shark Mountain,U.S.A.,2015,Jamaica,Jamaica,72,2,5
2434,Dick Taylor,U.S.A.,2019,Madagascar,Akesson Estate,72,2,5
1030,Moho,U.S.A.,2013,Belize,Toledo District,72,3,5
1422,Kto,U.S.A.,2014,Madagascar,Sambirano Valley,72,3,5
2394,Ninth (9th) & Larkin,U.S.A.,2019,Colombia,"Sierra Nevada, batch CSN192",72,3,5
117,Scharffen Berger,U.S.A.,2007,Blend,"Las Islas, Carribean(DR/Jam/Tri)",72,5,5
1097,Lonohana,U.S.A.,2013,U.S.A.,"O'ahu Island, Opaeula Estate, Ele'ele",72,4,5
1752,Upchurch,U.S.A.,2016,Madagascar,"Madagascar, Sassy Bar",72,2,5
2158,Ninth (9th) & Larkin,U.S.A.,2018,Tanzania,Kokoa Kamili,72,3,5
2262,Map Chocolate,U.S.A.,2018,Mexico,"Tabasco, ""Late for the Train"", batch 12184",72,3,5
1518,Sol Cacao,U.S.A.,2015,Madagascar,Madagascar,72,2,5
2016,Dick Taylor,U.S.A.,2017,Solomon Islands,"Solomon Is.,batch 17158, N.Vela",72,2,5
252,Escazu,U.S.A.,2008,Venezuela,Ocumare,72,4,5
2446,Goodnow Farms,U.S.A.,2019,Colombia,Boyaca,73,3,5
1026,Moho,U.S.A.,2013,Belize,"Toledo District, w/ nibs",73,3,5
2466,Dick Taylor,U.S.A.,2020,Blend,"Northerner, Madagascar and Brazil",73,2,5
1900,Arete,U.S.A.,2016,Vietnam,Tien Giang,73,3,5
1450,Shark Mountain,U.S.A.,2015,Papua New Guinea,Papua New Guinea,73,2,5
2104,Johnny Iuzzini,U.S.A.,2018,Colombia,"Tumaco, batch 2",73,4,5
1323,Terroir,U.S.A.,2014,Uganda,"Uganda, batch 6-3-15",73,2,5
1736,Creo,U.S.A.,2016,Ecuador,Classic Dark,73,3,5
1486,Cloudforest,U.S.A.,2015,Ecuador,"Camino Verde P., Balao, Guayas, 2014, batch 1",73,2,5
2462,Piety and Desire,U.S.A.,2020,India,Kerla,73,3,5
2450,Exquisito,U.S.A.,2019,Peru,"Maranon, Fortunato",73,3,5
1562,Ranger,U.S.A.,2015,Peru,"Tumbes, Batch 2",73,2,5
777,Mast Brothers,U.S.A.,2011,Dominican Republic,Conacado,73,2,5
1928,Arete,U.S.A.,2016,Vietnam,Lam Dong,73,2,5
1956,Map Chocolate,U.S.A.,2017,Vietnam,"Lam Dong, ""Red Poppy""",73,2,5
1550,hexx,U.S.A.,2015,Ecuador,Ecuador,73,2,5
2446,Goodnow Farms,U.S.A.,2019,Costa Rica,Coto Brus,73,3,5
959,Mast Brothers,U.S.A.,2012,Blend,"Shake Shack, Peru, Mad., Dom. Rep.",73,2,5
999,Mast Brothers,U.S.A.,2012,Venezuela,Chuao,73,2,5
2146,hexx,U.S.A.,2018,Ecuador,"Camino Verde, batch 0722",73,2,5
2598,Chocotenango,U.S.A.,2021,Dominican Republic,Duarte,73,2,5
1315,Pitch Dark,U.S.A.,2014,Fiji,Namau Village,73,2,5
1363,Kyya,U.S.A.,2014,Ecuador,Ecuador,73,5,5
1311,Pitch Dark,U.S.A.,2014,Madagascar,Akesson Estate,73,2,5
1319,Pitch Dark,U.S.A.,2014,Ecuador,"Camino Verde P., Balao, Guayas, ""Floral""",73,2,5
1940,Madre,U.S.A.,2017,Solomon Islands,Guadalcanal,73,2,5
1363,Kyya,U.S.A.,2014,Madagascar,Madagascar,73,5,5
721,Shark's,U.S.A.,2011,U.S.A.,"Hawai'i Island, Hilo, w/ added cocoa butter",73,4,5
2310,Christopher Elbow,U.S.A.,2019,Ecuador,"Camino Verde, 2017 harvest",73,3,5
2020,Arete,U.S.A.,2017,Vietnam,Ben Tre,73,3,5
2502,Lumineux,U.S.A.,2020,Madagascar,Bejofo,73,3,5
1634,French Broad,U.S.A.,2015,Guatemala,Guatemala,73,2,5
2696,Great Lakes,U.S.A.,2021,Vietnam,"Dak Lak, batch 09",73,3,5
753,twenty-four blackbirds,U.S.A.,2011,Dominican Republic,Dominican Republic,73,2,5
2522,Xocolatl,U.S.A.,2020,Tanzania,Kokoa Kamili,73,2,5
1101,Castronovo,U.S.A.,2013,Dominican Republic,"Conacado, batch 161",73,2,5
713,Shark's,U.S.A.,2011,U.S.A.,"Hawai'i Island, Hilo",73,4,5
1804,Cao,U.S.A.,2016,Tanzania,Tanzania,73,3,5
1319,Pitch Dark,U.S.A.,2014,Ecuador,"Camino Verde P., Balao, Guayas, ""Fruity""",73,2,5
1359,Kyya,U.S.A.,2014,Dominican Republic,Hispaniola,73,5,5
1359,Kyya,U.S.A.,2014,Uganda,Uganda,73,5,5
2278,Fruition,U.S.A.,2019,Madagascar,"Sambirano, Akessons, batch 1",74,2,5
821,Mana,U.S.A.,2012,Dominican Republic,Conacado,74,3,5
2622,White Label aka Mutari,U.S.A.,2021,Honduras,"La Masica, 2015 harvest, b. LH74HORZConcheV2",74,2,5
915,Fresco,U.S.A.,2012,Madagascar,"Sambirano Valley, #216, MR, LC",74,3,5
1438,Undone,U.S.A.,2014,Nicaragua,Matagalpa,74,2,5
769,Dick Taylor,U.S.A.,2011,Dominican Republic,La Red,74,2,5
947,Lillie Belle,U.S.A.,2012,Dominican Republic,"The Other One, Grand Cru",74,2,5
891,L.A. Burdick (Felchlin),U.S.A.,2012,Peru,Peru,74,5,5
1466,Shark Mountain,U.S.A.,2015,Dominican Republic,ROIG,74,2,5
1450,Mast Brothers,U.S.A.,2015,Tanzania,Tanzania,74,2,5
777,Mast Brothers,U.S.A.,2011,Dominican Republic,"La Red de Guanconejo, N. Highlands coop",74,2,5
2462,Acalli,U.S.A.,2020,Mexico,"Teapa, Tabasco, batch 2",74,2,5
1403,Nathan Miller,U.S.A.,2014,Madagascar,Madagascar,74,2,5
2708,Fresco,U.S.A.,2021,Peru,"Lamas, Oro Verde, #280, MR 0C, batch 21-457",74,3,5
636,Fresco,U.S.A.,2011,Ghana,"Ghana, #211, MR, MC",74,3,5
1235,Dick Taylor,U.S.A.,2014,Dominican Republic,Elvesia,74,2,5
1748,Heirloom Cacao Preservation (Fruition),U.S.A.,2016,Costa Rica,"Cota Brus, Terciopelo, 2015",74,3,5
1219,Mana,U.S.A.,2014,Venezuela,Venezuela,74,3,5
2626,White Label aka Mutari,U.S.A.,2021,Philippines,"Kablon Farms, b. KP7417211821",74,3,5
1912,Wm,U.S.A.,2016,Venezuela,"Guasare, Zulia Prov., 2015, batch 124",74,3,5
1780,Fruition,U.S.A.,2016,Costa Rica,"Coto Brus, Heirloom, Batch 1",74,2,5
1780,Fruition,U.S.A.,2016,Bolivia,"Wild Bolivian, Batch 2",74,2,5
789,Tocoti,U.S.A.,2011,Dominican Republic,Dominican Republic,74,3,5
1700,Harper Macaw,U.S.A.,2015,Brazil,"Vale do Juliana E., Atlantic Forest",74,3,5
1219,Mana,U.S.A.,2014,Peru,Peru,74,3,5
688,Fresco,U.S.A.,2011,Madagascar,"Sambirano Valley, #215, MR, MC",74,3,5
1462,hello cocoa (now Markham & Fitz),U.S.A.,2015,Venezuela,Venezuela,74,3,5
1546,hexx,U.S.A.,2015,Madagascar,Madagascar,74,2,5
576,L.A. Burdick (Felchlin),U.S.A.,2010,Dominican Republic,Dominican Republic,74,5,5
1446,Mana,U.S.A.,2015,Ecuador,"Ecuador, batch 1212",74,2,5
2150,hexx,U.S.A.,2018,Madagascar,"Sambirano Valley, batch 0124",74,2,5
2282,Ninth (9th) & Larkin,U.S.A.,2019,Fiji,"Matasawalevu, batch FJMA1",74,3,5
2708,Fresco,U.S.A.,2021,Peru,"Lamas, Oro Verde, #282, DR MC, batch 21-451",74,3,5
682,L.A. Burdick (Felchlin),U.S.A.,2011,Ecuador,Quito,74,5,5
431,Escazu,U.S.A.,2009,Blend,"Carenero, Guapiles, Ocumare blend",74,4,5
1259,Chocolate Conspiracy,U.S.A.,2014,Peru,Peru,74,3,5
1189,Marsatta,U.S.A.,2013,Dominican Republic,Dominican Republic,74,4,5
1972,Landmark (Amano),U.S.A.,2017,Bolivia,"Tranquilidad, Itinez Province",74,3,5
682,Fresco,U.S.A.,2011,Madagascar,"Sambirano Valley, #214, LR, MC",74,3,5
1756,Blue Bandana,U.S.A.,2016,Dominican Republic,Zorzal Reserva,75,2,5
2254,Brasstown,U.S.A.,2018,Ecuador,Esmeraldas,75,3,5
1646,Taste Artisan aka Coleman and Davis,U.S.A.,2015,Madagascar,Sambirano,75,4,5
2326,Taste Artisan,U.S.A.,2019,Peru,Amazonas,75,3,5
943,StRita Supreme,U.S.A.,2012,Philippines,"Samar, East Visayas region",75,4,5
2226,Christopher Elbow,U.S.A.,2018,Peru,Ucayali,75,3,5
2586,Animas,U.S.A.,2021,Belize,"Maya Mountain, batch 39",75,2,5
1916,ENNA,U.S.A.,2016,Honduras,"Wampusirpi, batch 007",75,2,5
833,L'Amourette,U.S.A.,2012,Venezuela,Rio Caribe,75,5,5
833,L'Amourette,U.S.A.,2012,Venezuela,Carenero Superior,75,5,5
1259,Anahata,U.S.A.,2014,Dominican Republic,Elvesia,75,2,5
414,Bittersweet Origins,U.S.A.,2009,Dominican Republic,Puerto Plata,75,2,5
2586,Loon,U.S.A.,2021,Belize,Maya Mountain,75,3,5
2688,Conjure,U.S.A.,2021,Tanzania,Kokoa Kamili,75,3,5
153,Vintage Plantations (Tulicorp),U.S.A.,2007,Ecuador,"Los Rios, Rancho Grande 2004/2007",75,2,5
1299,Noble Bean aka Jerjobo,U.S.A.,2014,Belize,Moho Valley,75,4,5
1335,Shark Mountain,U.S.A.,2014,Ecuador,Ecuador,75,2,5
135,Scharffen Berger,U.S.A.,2007,Venezuela,Cuyagua,75,5,5
502,Cacao Atlanta,U.S.A.,2010,Dominican Republic,Dominican Republic w/ nibs,75,2,5
576,L.A. Burdick (Felchlin),U.S.A.,2010,Grenada,Grenada,75,5,5
1395,Lonohana,U.S.A.,2014,U.S.A.,"O'ahu Island, Haleiwa E, 2014",75,4,5
891,Ritual,U.S.A.,2012,Madagascar,"Sambirano, 2011 harvest, batch 1",75,2,5
745,Ritual,U.S.A.,2011,Costa Rica,Costa Rica,75,2,5
967,Ritual,U.S.A.,2012,Ecuador,"Camino Verde P., 2012, Balao, Guayas, batch 1",75,2,5
